execution_id,account_id,workspace_id,device_id,actor_uid,tool_id,tool_version,action,status,error_code,duration_ms,started_at,completed_at,received_at,source,host_version,suite_version,device_platform,data_origin,expected_anomaly,synthetic_pattern,duration_seconds,log_duration,hour_of_day,day_of_week,hour_sin,hour_cos,day_sin,day_cos,model_id,anomaly_score,anomaly_threshold,is_anomaly,severity,baseline_mad_flag
exec_syn_001284,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,success,,5683,2026-08-20T12:27:38.317Z,2026-08-20T12:27:44.000Z,2026-08-20T12:27:44.454Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,5.683,8.645410,12,4,0.000000,-1.000000,-0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.417104,0.588939,false,low,false
exec_syn_001290,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,clean-vector-pro,3.6.0,CLEAN ART,success,,2633,2026-08-20T12:41:52.367Z,2026-08-20T12:41:55.000Z,2026-08-20T12:41:56.244Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,2.633,7.876259,12,4,0.000000,-1.000000,-0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.576370,0.588939,false,low,false
exec_syn_001291,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,5220,2026-08-20T12:59:37.780Z,2026-08-20T12:59:43.000Z,2026-08-20T12:59:44.318Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,5.220,8.560444,12,4,0.000000,-1.000000,-0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.411284,0.588939,false,low,false
exec_syn_001282,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,success,,3307,2026-08-20T14:58:48.693Z,2026-08-20T14:58:52.000Z,2026-08-20T14:58:52.497Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,3.307,8.104099,14,4,-0.500000,-0.866025,-0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.452029,0.588939,false,low,false
exec_syn_001292,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,4567,2026-08-20T16:11:15.433Z,2026-08-20T16:11:20.000Z,2026-08-20T16:11:21.036Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.567,8.426831,16,4,-0.866025,-0.500000,-0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.401808,0.588939,false,low,false
exec_syn_001287,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,clean-vector-pro,3.6.0,CLEAN ART,success,,3699,2026-08-20T17:39:20.301Z,2026-08-20T17:39:24.000Z,2026-08-20T17:39:24.291Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,3.699,8.216088,17,4,-0.965926,-0.258819,-0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.431020,0.588939,false,low,false
exec_syn_001286,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,success,,3905,2026-08-20T17:56:14.095Z,2026-08-20T17:56:18.000Z,2026-08-20T17:56:19.015Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,3.905,8.270269,17,4,-0.965926,-0.258819,-0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.391108,0.588939,false,low,false
exec_syn_001311,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,3855,2026-08-21T09:22:40.145Z,2026-08-21T09:22:44.000Z,2026-08-21T09:22:45.269Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,3.855,8.257386,9,5,0.707107,-0.707107,-0.974928,-0.222521,clean-vector-pro__CLEAN ART,0.394773,0.588939,false,low,false
exec_syn_001309,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,4614,2026-08-21T09:33:04.386Z,2026-08-21T09:33:09.000Z,2026-08-21T09:33:09.300Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.614,8.437067,9,5,0.707107,-0.707107,-0.974928,-0.222521,clean-vector-pro__CLEAN ART,0.403743,0.588939,false,low,false
exec_syn_001300,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,3402,2026-08-21T10:43:10.598Z,2026-08-21T10:43:14.000Z,2026-08-21T10:43:14.871Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,3.402,8.132413,10,5,0.500000,-0.866025,-0.974928,-0.222521,clean-vector-pro__CLEAN ART,0.437547,0.588939,false,low,false
exec_syn_001301,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,success,,6219,2026-08-21T10:51:54.781Z,2026-08-21T10:52:01.000Z,2026-08-21T10:52:02.108Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,6.219,8.735525,10,5,0.500000,-0.866025,-0.974928,-0.222521,clean-vector-pro__CLEAN ART,0.439063,0.588939,false,low,false
exec_syn_001299,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,failure,HOST_UNAVAILABLE,4135,2026-08-21T12:34:20.865Z,2026-08-21T12:34:25.000Z,2026-08-21T12:34:25.352Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.135,8.327484,12,5,0.000000,-1.000000,-0.974928,-0.222521,clean-vector-pro__CLEAN ART,0.395790,0.588939,false,low,false
exec_syn_001306,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,success,,5177,2026-08-21T13:22:57.823Z,2026-08-21T13:23:03.000Z,2026-08-21T13:23:04.438Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,5.177,8.552174,13,5,-0.258819,-0.965926,-0.974928,-0.222521,clean-vector-pro__CLEAN ART,0.411786,0.588939,false,low,false
exec_syn_001312,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,success,,5315,2026-08-21T14:00:34.685Z,2026-08-21T14:00:40.000Z,2026-08-21T14:00:40.573Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,5.315,8.578476,14,5,-0.500000,-0.866025,-0.974928,-0.222521,clean-vector-pro__CLEAN ART,0.418961,0.588939,false,low,false
exec_syn_001298,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,clean-vector-pro,3.6.0,CLEAN ART,success,,3666,2026-08-21T15:18:14.334Z,2026-08-21T15:18:18.000Z,2026-08-21T15:18:18.387Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,3.666,8.207129,15,5,-0.707107,-0.707107,-0.974928,-0.222521,clean-vector-pro__CLEAN ART,0.426624,0.588939,false,low,false
exec_syn_001305,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,5531,2026-08-21T15:18:13.469Z,2026-08-21T15:18:19.000Z,2026-08-21T15:18:19.465Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,5.531,8.618305,15,5,-0.707107,-0.707107,-0.974928,-0.222521,clean-vector-pro__CLEAN ART,0.416836,0.588939,false,low,false
exec_syn_001297,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,success,,3633,2026-08-21T15:19:36.367Z,2026-08-21T15:19:40.000Z,2026-08-21T15:19:40.962Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,3.633,8.198089,15,5,-0.707107,-0.707107,-0.974928,-0.222521,clean-vector-pro__CLEAN ART,0.426990,0.588939,false,low,false
exec_syn_001308,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,6213,2026-08-21T16:34:38.787Z,2026-08-21T16:34:45.000Z,2026-08-21T16:34:45.483Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,6.213,8.734560,16,5,-0.866025,-0.500000,-0.974928,-0.222521,clean-vector-pro__CLEAN ART,0.440614,0.588939,false,low,false
exec_syn_001303,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,success,,4340,2026-08-21T16:37:02.660Z,2026-08-21T16:37:07.000Z,2026-08-21T16:37:08.319Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.340,8.375860,16,5,-0.866025,-0.500000,-0.974928,-0.222521,clean-vector-pro__CLEAN ART,0.391039,0.588939,false,low,false
exec_syn_001310,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,failure,DOCUMENT_UNAVAILABLE,4489,2026-08-21T16:53:18.511Z,2026-08-21T16:53:23.000Z,2026-08-21T16:53:24.095Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.489,8.409608,16,5,-0.866025,-0.500000,-0.974928,-0.222521,clean-vector-pro__CLEAN ART,0.400952,0.588939,false,low,false
exec_syn_001326,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,success,,5900,2026-08-22T10:57:00.100Z,2026-08-22T10:57:06.000Z,2026-08-22T10:57:07.419Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,5.900,8.682877,10,6,0.500000,-0.866025,-0.781831,0.623490,clean-vector-pro__CLEAN ART,0.422954,0.588939,false,low,false
exec_syn_001322,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,4938,2026-08-22T12:02:04.062Z,2026-08-22T12:02:09.000Z,2026-08-22T12:02:10.336Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.938,8.504918,12,6,0.000000,-1.000000,-0.781831,0.623490,clean-vector-pro__CLEAN ART,0.417700,0.588939,false,low,false
exec_syn_001316,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,6888,2026-08-22T12:23:46.112Z,2026-08-22T12:23:53.000Z,2026-08-22T12:23:54.175Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,6.888,8.837681,12,6,0.000000,-1.000000,-0.781831,0.623490,clean-vector-pro__CLEAN ART,0.501542,0.588939,false,low,false
exec_syn_001327,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,success,,5254,2026-08-22T13:34:45.746Z,2026-08-22T13:34:51.000Z,2026-08-22T13:34:52.346Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,5.254,8.566935,13,6,-0.258819,-0.965926,-0.781831,0.623490,clean-vector-pro__CLEAN ART,0.412095,0.588939,false,low,false
exec_syn_001336,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,4614,2026-08-23T10:52:10.386Z,2026-08-23T10:52:15.000Z,2026-08-23T10:52:16.355Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.614,8.437067,10,0,0.500000,-0.866025,0.000000,1.000000,clean-vector-pro__CLEAN ART,0.403743,0.588939,false,low,false
exec_syn_001341,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,5321,2026-08-23T12:06:24.679Z,2026-08-23T12:06:30.000Z,2026-08-23T12:06:30.860Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,5.321,8.579604,12,0,0.000000,-1.000000,0.000000,1.000000,clean-vector-pro__CLEAN ART,0.419204,0.588939,false,low,false
exec_syn_001333,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,clean-vector-pro,3.6.0,CLEAN ART,success,,3861,2026-08-23T12:32:46.139Z,2026-08-23T12:32:50.000Z,2026-08-23T12:32:50.713Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,3.861,8.258940,12,0,0.000000,-1.000000,0.000000,1.000000,clean-vector-pro__CLEAN ART,0.394214,0.588939,false,low,false
exec_syn_001332,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,failure,HOST_UNAVAILABLE,4750,2026-08-23T12:34:13.250Z,2026-08-23T12:34:18.000Z,2026-08-23T12:34:18.706Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.750,8.466110,12,0,0.000000,-1.000000,0.000000,1.000000,clean-vector-pro__CLEAN ART,0.395542,0.588939,false,low,false
exec_syn_001337,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,6021,2026-08-23T13:47:59.979Z,2026-08-23T13:48:06.000Z,2026-08-23T13:48:07.484Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,6.021,8.703175,13,0,-0.258819,-0.965926,0.000000,1.000000,clean-vector-pro__CLEAN ART,0.428591,0.588939,false,low,false
exec_syn_001339,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,clean-vector-pro,3.6.0,CLEAN ART,success,,4501,2026-08-23T13:52:12.499Z,2026-08-23T13:52:17.000Z,2026-08-23T13:52:18.250Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,4.501,8.412277,13,0,-0.258819,-0.965926,0.000000,1.000000,clean-vector-pro__CLEAN ART,0.399510,0.588939,false,low,false
exec_syn_001343,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,success,,3618,2026-08-23T14:20:05.382Z,2026-08-23T14:20:09.000Z,2026-08-23T14:20:10.329Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,3.618,8.193953,14,0,-0.500000,-0.866025,0.000000,1.000000,clean-vector-pro__CLEAN ART,0.424601,0.588939,false,low,false
exec_syn_001338,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,cancelled,ACTION_CANCELLED,6887,2026-08-23T15:34:53.113Z,2026-08-23T15:35:00.000Z,2026-08-23T15:35:01.225Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,6.887,8.837536,15,0,-0.707107,-0.707107,0.000000,1.000000,clean-vector-pro__CLEAN ART,0.501542,0.588939,false,low,false
exec_syn_001355,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,success,,5338,2026-08-24T08:10:13.662Z,2026-08-24T08:10:19.000Z,2026-08-24T08:10:19.637Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,5.338,8.582794,8,1,0.866025,-0.500000,0.781831,0.623490,clean-vector-pro__CLEAN ART,0.421163,0.588939,false,low,false
exec_syn_001347,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,clean-vector-pro,3.6.0,CLEAN ART,success,,3959,2026-08-24T09:00:38.041Z,2026-08-24T09:00:42.000Z,2026-08-24T09:00:43.228Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,3.959,8.283999,9,1,0.707107,-0.707107,0.781831,0.623490,clean-vector-pro__CLEAN ART,0.393274,0.588939,false,low,false
exec_syn_001360,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,3377,2026-08-24T09:29:13.623Z,2026-08-24T09:29:17.000Z,2026-08-24T09:29:17.377Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,3.377,8.125039,9,1,0.707107,-0.707107,0.781831,0.623490,clean-vector-pro__CLEAN ART,0.440254,0.588939,false,low,false
exec_syn_001356,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,success,,3716,2026-08-24T09:48:20.284Z,2026-08-24T09:48:24.000Z,2026-08-24T09:48:25.326Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,3.716,8.220672,9,1,0.707107,-0.707107,0.781831,0.623490,clean-vector-pro__CLEAN ART,0.434798,0.588939,false,low,false
exec_syn_001352,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,success,,4396,2026-08-24T10:47:53.604Z,2026-08-24T10:47:58.000Z,2026-08-24T10:47:58.638Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.396,8.388678,10,1,0.500000,-0.866025,0.781831,0.623490,clean-vector-pro__CLEAN ART,0.396612,0.588939,false,low,false
exec_syn_001357,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,success,,3506,2026-08-24T13:59:39.494Z,2026-08-24T13:59:43.000Z,2026-08-24T13:59:43.379Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,3.506,8.162516,13,1,-0.258819,-0.965926,0.781831,0.623490,clean-vector-pro__CLEAN ART,0.432284,0.588939,false,low,false
exec_syn_001346,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,success,,4886,2026-08-24T16:07:26.114Z,2026-08-24T16:07:31.000Z,2026-08-24T16:07:31.716Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.886,8.494334,16,1,-0.866025,-0.500000,0.781831,0.623490,clean-vector-pro__CLEAN ART,0.409952,0.588939,false,low,false
exec_syn_001353,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,5942,2026-08-24T16:23:11.058Z,2026-08-24T16:23:17.000Z,2026-08-24T16:23:17.342Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,5.942,8.689969,16,1,-0.866025,-0.500000,0.781831,0.623490,clean-vector-pro__CLEAN ART,0.422849,0.588939,false,low,false
exec_syn_001364,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,2565,2026-08-25T10:24:16.435Z,2026-08-25T10:24:19.000Z,2026-08-25T10:24:19.501Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,2.565,7.850104,10,2,0.500000,-0.866025,0.974928,-0.222521,clean-vector-pro__CLEAN ART,0.586889,0.588939,false,low,false
exec_syn_001373,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,4303,2026-08-25T10:57:19.697Z,2026-08-25T10:57:24.000Z,2026-08-25T10:57:24.406Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.303,8.367300,10,2,0.500000,-0.866025,0.974928,-0.222521,clean-vector-pro__CLEAN ART,0.389997,0.588939,false,low,false
exec_syn_001375,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,clean-vector-pro,3.6.0,CLEAN ART,success,,6187,2026-08-25T12:05:48.813Z,2026-08-25T12:05:55.000Z,2026-08-25T12:05:56.081Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,6.187,8.730367,12,2,0.000000,-1.000000,0.974928,-0.222521,clean-vector-pro__CLEAN ART,0.441595,0.588939,false,low,false
exec_syn_001376,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,4199,2026-08-25T14:40:06.801Z,2026-08-25T14:40:11.000Z,2026-08-25T14:40:12.280Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.199,8.342840,14,2,-0.500000,-0.866025,0.974928,-0.222521,clean-vector-pro__CLEAN ART,0.392058,0.588939,false,low,false
exec_syn_001370,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,success,,3244,2026-08-25T15:00:37.756Z,2026-08-25T15:00:41.000Z,2026-08-25T15:00:41.901Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,3.244,8.084871,15,2,-0.707107,-0.707107,0.974928,-0.222521,clean-vector-pro__CLEAN ART,0.457382,0.588939,false,low,false
exec_syn_001368,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,success,,7561,2026-08-25T16:08:36.439Z,2026-08-25T16:08:44.000Z,2026-08-25T16:08:45.381Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,7.561,8.930891,16,2,-0.866025,-0.500000,0.974928,-0.222521,clean-vector-pro__CLEAN ART,0.563378,0.588939,false,low,false
exec_syn_001369,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,success,,4432,2026-08-25T17:05:49.568Z,2026-08-25T17:05:54.000Z,2026-08-25T17:05:54.376Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.432,8.396832,17,2,-0.965926,-0.258819,0.974928,-0.222521,clean-vector-pro__CLEAN ART,0.397432,0.588939,false,low,false
exec_syn_001392,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,failure,VALIDATION_FAILED,6530,2026-08-26T10:27:32.470Z,2026-08-26T10:27:39.000Z,2026-08-26T10:27:39.627Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,6.530,8.784315,10,3,0.500000,-0.866025,0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.481820,0.588939,false,low,false
exec_syn_001378,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,3506,2026-08-26T14:06:13.494Z,2026-08-26T14:06:17.000Z,2026-08-26T14:06:17.438Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,3.506,8.162516,14,3,-0.500000,-0.866025,0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.432284,0.588939,false,low,false
exec_syn_001385,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,success,,3227,2026-08-26T14:46:32.773Z,2026-08-26T14:46:36.000Z,2026-08-26T14:46:37.397Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,3.227,8.079618,14,3,-0.500000,-0.866025,0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.457254,0.588939,false,low,false
exec_syn_001382,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,4924,2026-08-26T15:34:12.076Z,2026-08-26T15:34:17.000Z,2026-08-26T15:34:18.080Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.924,8.502080,15,3,-0.707107,-0.707107,0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.414225,0.588939,false,low,false
exec_syn_001380,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,failure,HOST_UNAVAILABLE,16114,2026-08-26T16:24:26.886Z,2026-08-26T16:24:43.000Z,2026-08-26T16:24:43.870Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,true,duration_spike,16.114,9.687506,16,3,-0.866025,-0.500000,0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.587430,0.588939,false,low,true
exec_syn_001396,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,success,,6571,2026-08-27T09:06:21.429Z,2026-08-27T09:06:28.000Z,2026-08-27T09:06:29.491Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,6.571,8.790573,9,4,0.707107,-0.707107,-0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.482979,0.588939,false,low,false
exec_syn_001397,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,success,,4856,2026-08-27T09:23:45.144Z,2026-08-27T09:23:50.000Z,2026-08-27T09:23:50.626Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.856,8.488176,9,4,0.707107,-0.707107,-0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.405622,0.588939,false,low,false
exec_syn_001401,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,success,,4310,2026-08-27T10:15:26.690Z,2026-08-27T10:15:31.000Z,2026-08-27T10:15:32.385Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.310,8.368925,10,4,0.500000,-0.866025,-0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.390201,0.588939,false,low,false
exec_syn_001393,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,clean-vector-pro,3.6.0,CLEAN ART,success,,4343,2026-08-27T11:10:38.657Z,2026-08-27T11:10:43.000Z,2026-08-27T11:10:43.321Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,4.343,8.376551,11,4,0.258819,-0.965926,-0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.391440,0.588939,false,low,false
exec_syn_001408,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,clean-vector-pro,3.6.0,CLEAN ART,success,,4635,2026-08-27T12:24:04.365Z,2026-08-27T12:24:09.000Z,2026-08-27T12:24:09.493Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,4.635,8.441607,12,4,0.000000,-1.000000,-0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.400048,0.588939,false,low,false
exec_syn_001395,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,11399,2026-08-27T12:46:02.601Z,2026-08-27T12:46:14.000Z,2026-08-27T12:46:15.480Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,true,duration_spike,11.399,9.341369,12,4,0.000000,-1.000000,-0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.651922,0.588939,true,medium,true
